participant_id,contest_id,country_id,artist_name,song_id,is_finalist
PART086,CONT003,CTRY035,3I59SOJUV0,SONG086,False
PART087,CONT003,CTRY026,GYUBMXNSZO,SONG087,False
PART088,CONT003,CTRY005,KGTII4FQCO,SONG088,False
PART089,CONT003,CTRY014,OTNJLCQNT3,SONG089,True
PART090,CONT003,CTRY007,BNVBC2VYHH,SONG090,False
PART091,CONT003,CTRY029,6K6HG0016Z,SONG091,True
PART092,CONT003,CTRY007,ZOILKQXLM5,SONG092,False
PART093,CONT003,CTRY009,Q201LHLB50,SONG093,False
PART094,CONT003,CTRY031,ATVZKHIUIT,SONG094,False
PART095,CONT003,CTRY018,7M1R00Q0MF,SONG095,False
PART096,CONT003,CTRY032,TG698S4C3B,SONG096,False
PART097,CONT003,CTRY017,AEWCFHQCW7,SONG097,True
PART098,CONT003,CTRY026,6XATOAZTKS,SONG098,True
PART099,CONT003,CTRY030,ZP7G7SIWJM,SONG099,False
PART100,CONT003,CTRY030,2C8QIZK3C9,SONG100,True
PART101,CONT003,CTRY015,XBONRWZC4X,SONG101,False
PART102,CONT003,CTRY029,L9967I6YUJ,SONG102,False
PART103,CONT003,CTRY035,7YKTXG4AHF,SONG103,False
PART104,CONT004,CTRY009,337KUU4YTN,SONG104,False
PART105,CONT004,CTRY024,02YC0MDICV,SONG105,True
PART106,CONT004,CTRY012,WV8LW2QITN,SONG106,True
PART107,CONT004,CTRY038,GVN1KICJN2,SONG107,True
PART108,CONT004,CTRY032,FOMD7Q1DDP,SONG108,False
PART109,CONT004,CTRY008,USDDTV25AO,SONG109,True
PART110,CONT004,CTRY004,20U9ISYGJJ,SONG110,True
PART111,CONT004,CTRY017,FGJK2N7ZRW,SONG111,False
PART112,CONT004,CTRY026,QEAO4N5PP3,SONG112,True
PART113,CONT004,CTRY021,XVKVZRGOL0,SONG113,False
PART114,CONT004,CTRY032,W82LK2N7H9,SONG114,False
PART115,CONT004,CTRY017,G1A07H23C4,SONG115,True
PART116,CONT004,CTRY000,2YFKJFPNQV,SONG116,True
PART117,CONT004,CTRY018,UT75PB8Z3V,SONG117,True
PART118,CONT004,CTRY019,6DIXFWUXX8,SONG118,True
PART119,CONT004,CTRY037,L2DDH0UYHN,SONG119,True
PART120,CONT004,CTRY037,QYYF9RK7D3,SONG120,False
PART121,CONT004,CTRY031,0MM2SMDZQC,SONG121,False
PART122,CONT004,CTRY009,BZAMD270ST,SONG122,False
PART123,CONT004,CTRY028,LPQ2WGXO05,SONG123,False
PART124,CONT004,CTRY034,QPAHKZ2U2T,SONG124,True
PART125,CONT004,CTRY030,NHEYR8LNOE,SONG125,False
PART126,CONT004,CTRY022,MQGY27VYLI,SONG126,True
PART127,CONT004,CTRY021,ENFNVUPRT7,SONG127,False
PART128,CONT004,CTRY035,7GGKG4W58R,SONG128,False
PART129,CONT004,CTRY034,HNUXORZPGU,SONG129,True
PART130,CONT005,CTRY024,2HBIK2U1RS,SONG130,True
PART131,CONT005,CTRY029,UJT9T11PHP,SONG131,False
PART132,CONT005,CTRY020,0XI5BJ5D5E,SONG132,False
PART133,CONT005,CTRY012,3H0Y4VPW23,SONG133,True
PART134,CONT005,CTRY015,2UTVG9KU8S,SONG134,False
PART135,CONT005,CTRY036,63E1OCJXZE,SONG135,False
PART136,CONT005,CTRY024,FLI4OFWWNC,SONG136,True
PART137,CONT005,CTRY014,21O0Z5QRU5,SONG137,True
PART138,CONT005,CTRY026,4D8WZ42O83,SONG138,True
PART139,CONT005,CTRY002,RLKTE4261B,SONG139,True
PART140,CONT005,CTRY020,W4A7FQ9P96,SONG140,True
PART141,CONT005,CTRY030,5K55DMCXXB,SONG141,False
PART142,CONT005,CTRY024,W01PDDHCVS,SONG142,True
PART143,CONT005,CTRY024,QAME4YRID3,SONG143,False
PART144,CONT005,CTRY009,DNKN35XYCU,SONG144,True
PART145,CONT005,CTRY031,VFMH07WPH6,SONG145,True
PART146,CONT005,CTRY002,FE0MP2IXIV,SONG146,False
PART147,CONT005,CTRY008,ZK7A45HVGO,SONG147,False
PART148,CONT005,CTRY032,X22INIWC5A,SONG148,False
PART149,CONT005,CTRY037,MLN4PTGQ9C,SONG149,True
PART150,CONT005,CTRY021,VAH78OKZ1P,SONG150,True
PART151,CONT005,CTRY006,OXTFDC79FL,SONG151,False
PART152,CONT005,CTRY028,V1XXLP8II7,SONG152,True
PART153,CONT005,CTRY006,EWBXXGAEAR,SONG153,True
PART154,CONT005,CTRY033,MS3JN050E6,SONG154,True
PART155,CONT005,CTRY029,MPSJ9WRSB4,SONG155,False
PART156,CONT006,CTRY000,GF16YE0A4A,SONG156,False
PART157,CONT006,CTRY009,BN7G8B2ZXI,SONG157,False
PART158,CONT006,CTRY026,I6L3UEYBIS,SONG158,True
PART159,CONT006,CTRY009,BO551LDQNK,SONG159,True
PART160,CONT006,CTRY004,20IN8910T2,SONG160,True
PART161,CONT006,CTRY030,F7ATWYAM1N,SONG161,True
PART162,CONT006,CTRY016,0LH9P89FKB,SONG162,False
PART163,CONT006,CTRY021,I4O6Q0USWO,SONG163,False
PART164,CONT006,CTRY039,VCXEK47O3L,SONG164,False
PART165,CONT006,CTRY025,QI7E1DDQLE,SONG165,False
PART166,CONT006,CTRY005,M1QQ4D3KZV,SONG166,True
PART167,CONT006,CTRY021,H4FZ8OBK3G,SONG167,False
PART168,CONT006,CTRY034,84UTDD2EC2,SONG168,True
PART169,CONT006,CTRY024,IHOY7DV7C9,SONG169,True
PART170,CONT006,CTRY020,HX3D43E7B7,SONG170,False
PART171,CONT006,CTRY031,P0RNPM6JQF,SONG171,True
PART172,CONT006,CTRY034,WWXR5RDNPX,SONG172,False
PART173,CONT006,CTRY002,2I9TANZR2M,SONG173,True
PART174,CONT006,CTRY039,ULJAVB3K3Q,SONG174,False
PART175,CONT006,CTRY004,MVIFIIT201,SONG175,True
PART176,CONT006,CTRY015,8U9N79GIL0,SONG176,True
PART177,CONT006,CTRY018,MVZMUF8438,SONG177,False
PART178,CONT006,CTRY014,TGBCVARLW3,SONG178,False
PART179,CONT006,CTRY005,MG25CFZFDS,SONG179,True
PART180,CONT006,CTRY027,NCZXVML90P,SONG180,False
PART181,CONT006,CTRY006,XRLZU6WMX3,SONG181,True
PART182,CONT007,CTRY006,N0KGAZU41U,SONG182,False
PART183,CONT007,CTRY028,GL3WXDRLCM,SONG183,False
PART184,CONT007,CTRY010,LW83Y0MAHY,SONG184,True
PART185,CONT007,CTRY019,M2ZBPPFO5M,SONG185,True
PART186,CONT007,CTRY001,N32U1IQ2BA,SONG186,False
PART187,CONT007,CTRY002,JDM5FC79M9,SONG187,True
PART188,CONT007,CTRY020,6ZPXVPBL9O,SONG188,False
PART189,CONT007,CTRY003,T7TXKDOTRB,SONG189,False
PART190,CONT007,CTRY018,AD3WRDHW9R,SONG190,True
PART191,CONT007,CTRY022,E2Q6JXNNNG,SONG191,False
PART192,CONT007,CTRY023,BPJ4UFZDY3,SONG192,False
PART193,CONT007,CTRY027,O1ICNS8Y7U,SONG193,False
PART194,CONT007,CTRY009,IKO4BUSU9F,SONG194,True
PART195,CONT007,CTRY015,8Q8GHGBCYH,SONG195,True
PART196,CONT007,CTRY033,3FVL03DUT4,SONG196,True
PART197,CONT007,CTRY026,S7AZV2EFUU,SONG197,True
PART198,CONT007,CTRY036,8DD22555JX,SONG198,False
PART199,CONT007,CTRY011,URGOWYOO5Y,SONG199,True
PART200,CONT007,CTRY010,BRJNM2L44Y,SONG200,False
PART201,CONT007,CTRY011,9IK01L0VDP,SONG201,False
PART202,CONT007,CTRY005,6ORSNC2CZO,SONG202,True
PART203,CONT007,CTRY039,2SUG5HCBBM,SONG203,True
PART204,CONT007,CTRY024,HNQO7YIRQ8,SONG204,False
PART205,CONT007,CTRY039,RTM4J3DAB4,SONG205,False
PART206,CONT007,CTRY015,2HHIHXS58Y,SONG206,False
PART207,CONT007,CTRY031,REG2IV7ZZJ,SONG207,False
PART208,CONT008,CTRY037,64QHKSWVA9,SONG208,False
PART209,CONT008,CTRY009,84UVKYRMJL,SONG209,True
PART210,CONT008,CTRY014,JX8XGSIC43,SONG210,True
PART211,CONT008,CTRY029,OLFARK6O0U,SONG211,True
PART212,CONT008,CTRY016,93MZYWR7MK,SONG212,False
PART213,CONT008,CTRY029,GXUKQ00U68,SONG213,True
PART214,CONT008,CTRY016,6XII5P5NVQ,SONG214,False
PART215,CONT008,CTRY000,EBWUWQHEYT,SONG215,False
PART216,CONT008,CTRY029,O5F9M969F5,SONG216,False
PART217,CONT008,CTRY018,GCL9LCQH1U,SONG217,True
PART218,CONT008,CTRY034,F22EPPPRAT,SONG218,True
PART219,CONT008,CTRY010,0861TAA0I5,SONG219,False
PART220,CONT008,CTRY004,LDSLCB8QSS,SONG220,False
PART221,CONT008,CTRY028,PYE9R1F63A,SONG221,True
PART222,CONT008,CTRY022,I9HASEZ2NX,SONG222,False
PART223,CONT008,CTRY037,1WVBD4BEPE,SONG223,True
PART224,CONT008,CTRY019,JZHYAPDSWZ,SONG224,False
PART225,CONT008,CTRY027,P6SWK2RV23,SONG225,True
PART226,CONT008,CTRY016,9MOFT6YRIA,SONG226,True
PART227,CONT008,CTRY029,DDUR82C06X,SONG227,False
PART228,CONT008,CTRY019,Q9JB354MYP,SONG228,False
PART229,CONT008,CTRY012,E46AEXL68J,SONG229,False
PART230,CONT008,CTRY024,0NMEOQ4YRP,SONG230,False
PART231,CONT008,CTRY030,5GE094D6RU,SONG231,False
PART232,CONT008,CTRY006,PW2W5506RR,SONG232,False
PART233,CONT008,CTRY015,5PCXA5S00I,SONG233,False
PART234,CONT009,CTRY024,85SYWP0RXX,SONG234,False
PART235,CONT009,CTRY036,F36WA7SQRF,SONG235,False
PART236,CONT009,CTRY022,1LLKSTN3CP,SONG236,True
PART237,CONT009,CTRY036,UDRL90AOBT,SONG237,False
PART238,CONT009,CTRY018,328W6UXQM3,SONG238,False
PART239,CONT009,CTRY018,34L1VZNQDX,SONG239,True
PART240,CONT009,CTRY001,AMW2TND6R3,SONG240,False
PART241,CONT009,CTRY025,0OJHE4H3GM,SONG241,True
PART242,CONT009,CTRY017,1BWYE6QVS8,SONG242,True
PART243,CONT009,CTRY000,A0TPV726YG,SONG243,True
PART244,CONT009,CTRY036,3DXVL5PVYI,SONG244,True
PART245,CONT009,CTRY003,OMK2EV5S4T,SONG245,True
PART246,CONT009,CTRY038,L0THHZY7EZ,SONG246,True
PART247,CONT009,CTRY031,9GTWZ1UU7Z,SONG247,True
PART248,CONT009,CTRY018,Y6T5PADNBC,SONG248,False
PART249,CONT009,CTRY014,J29YFC2HTM,SONG249,False
PART250,CONT009,CTRY038,QWYUIXNS2Z,SONG250,True
PART251,CONT009,CTRY022,YBNO2Y8B0H,SONG251,False
PART252,CONT009,CTRY014,54PIWZNV0H,SONG252,False
PART253,CONT009,CTRY012,0GQ9C80EBK,SONG253,True
PART254,CONT009,CTRY039,JF4AQ7B7V1,SONG254,False
PART255,CONT009,CTRY016,W4K2TCZS8S,SONG255,True
PART256,CONT009,CTRY008,2FTOM5XLK8,SONG256,False
PART257,CONT009,CTRY006,WRU1XEMIX7,SONG257,False
PART258,CONT009,CTRY002,IB5N2EJ0AS,SONG258,False
PART259,CONT009,CTRY019,1SSRKXLCD8,SONG259,False
PART260,CONT010,CTRY028,1TWHWHY4H3,SONG260,False
PART261,CONT010,CTRY002,50P3CYAZBC,SONG261,True
PART262,CONT010,CTRY037,GJC36OQOLO,SONG262,True
PART263,CONT010,CTRY023,EAZC0B4MSK,SONG263,True
PART264,CONT010,CTRY008,YVK7N3BFH0,SONG264,False
PART265,CONT010,CTRY005,24KWK585X8,SONG265,True
PART266,CONT010,CTRY018,A5FBUOTDH0,SONG266,True
PART267,CONT010,CTRY020,0H64FGWJEY,SONG267,False
PART268,CONT010,CTRY026,UB19TXCYJH,SONG268,True
PART269,CONT010,CTRY011,U8MYIKCGRL,SONG269,True
PART270,CONT010,CTRY012,XYFU38GL2Z,SONG270,False
PART271,CONT010,CTRY008,XJMYLRQ1RD,SONG271,True
PART272,CONT010,CTRY034,XCK36H0W06,SONG272,True
PART273,CONT010,CTRY023,4W3U1HBJ6T,SONG273,True
PART274,CONT010,CTRY033,XFO6V4ESDN,SONG274,False
PART275,CONT010,CTRY032,AI89Y1FFUU,SONG275,True
PART276,CONT010,CTRY017,5F07B1IJIY,SONG276,True
PART277,CONT010,CTRY010,S2N75BXD8W,SONG277,False
PART278,CONT010,CTRY016,J0UUNNV6CJ,SONG278,True
PART279,CONT010,CTRY030,9IO3M25A5P,SONG279,False
PART280,CONT010,CTRY018,ISKFFV3XOL,SONG280,True
PART281,CONT010,CTRY021,EYRVXOIEVE,SONG281,False
PART282,CONT010,CTRY007,S6FF7SO8W5,SONG282,True
PART283,CONT010,CTRY029,038HVQRHOF,SONG283,False
PART284,CONT010,CTRY004,U1WSGY7VCN,SONG284,False
PART285,CONT010,CTRY009,EAS6Y3VG6V,SONG285,True
PART286,CONT011,CTRY014,5T1DX6TA7Y,SONG286,False
PART287,CONT011,CTRY025,PP5ZP7R1M2,SONG287,True
PART288,CONT011,CTRY035,64UPJ16DVT,SONG288,True
PART289,CONT011,CTRY023,JA0ASSNH2O,SONG289,True
PART290,CONT011,CTRY005,DPVJTUW9OH,SONG290,False
PART291,CONT011,CTRY025,TUGUR9U1OE,SONG291,False
PART292,CONT011,CTRY000,5EI28DS22W,SONG292,False
PART293,CONT011,CTRY016,YBOW23QVDJ,SONG293,False
PART294,CONT011,CTRY034,NV07OXK8C1,SONG294,True
PART295,CONT011,CTRY007,GRA47SH2SZ,SONG295,False
PART296,CONT011,CTRY029,WYMX9DJOYO,SONG296,True
PART297,CONT011,CTRY023,HAZ7T0UUM3,SONG297,False
PART298,CONT011,CTRY016,I8QOAGSUSM,SONG298,False
PART299,CONT011,CTRY037,ESJT2JPNRI,SONG299,True
PART300,CONT011,CTRY024,M1Y65RJN2H,SONG300,True
PART301,CONT011,CTRY023,Z2OMTZJKO0,SONG301,True
PART302,CONT011,CTRY006,MTGLHUG07G,SONG302,False
PART303,CONT011,CTRY014,0IIJI44M2E,SONG303,False
PART304,CONT011,CTRY030,C8RA484NL6,SONG304,True
PART305,CONT011,CTRY001,5UJG1SO1ES,SONG305,True
PART306,CONT011,CTRY039,P7BM41QESL,SONG306,False
PART307,CONT011,CTRY035,AYNDN5GJJ8,SONG307,True
PART308,CONT011,CTRY020,MGPP1NOQU9,SONG308,False
PART309,CONT011,CTRY039,Y3Z2T4H20R,SONG309,False
PART310,CONT011,CTRY014,APE6WTLRJ4,SONG310,True
PART311,CONT011,CTRY004,BDFHJ4D0JM,SONG311,True
PART312,CONT012,CTRY029,U3MOMYVUXT,SONG312,False
PART313,CONT012,CTRY019,9KLS1QCWQ8,SONG313,True
PART314,CONT012,CTRY026,5X7PWO6CML,SONG314,True
PART315,CONT012,CTRY007,XZVO5270SQ,SONG315,True
PART316,CONT012,CTRY008,G4EIJ00HOD,SONG316,True
PART317,CONT012,CTRY002,7RB1S9DWD7,SONG317,False
PART318,CONT012,CTRY002,OI0PESGBM6,SONG318,False
PART319,CONT012,CTRY019,5Q57TE8TVQ,SONG319,False
PART320,CONT012,CTRY031,05PXT6RIDL,SONG320,True
PART321,CONT012,CTRY007,OFAS1EKTYR,SONG321,True
PART322,CONT012,CTRY006,1K12V2TG5P,SONG322,False
PART323,CONT012,CTRY015,IZX3HCWS2W,SONG323,False
PART324,CONT012,CTRY034,YJXTJGCEDQ,SONG324,False
PART325,CONT012,CTRY008,QZRLF8A9KE,SONG325,False
PART326,CONT012,CTRY024,PADAHP2RNZ,SONG326,True
PART327,CONT012,CTRY029,BC1FJOTG6J,SONG327,False
PART328,CONT012,CTRY023,NA9ZN9I9H0,SONG328,True
PART329,CONT012,CTRY034,DXHO87F00T,SONG329,False
PART330,CONT012,CTRY026,ERKMBY9IPA,SONG330,True
PART331,CONT012,CTRY037,2VOI8UYYF1,SONG331,False
PART332,CONT012,CTRY009,IRYM81CMFT,SONG332,False
PART333,CONT012,CTRY026,DRLUXM60AN,SONG333,False
PART334,CONT012,CTRY006,0JBZUTRUTL,SONG334,False
PART335,CONT012,CTRY031,Q5V4FTQ3TQ,SONG335,False
PART336,CONT012,CTRY039,1S05WNWLC8,SONG336,False
PART337,CONT012,CTRY026,3GY1FKOLDX,SONG337,True
PART338,CONT013,CTRY017,B7GBDGBXNR,SONG338,False
PART339,CONT013,CTRY002,WVBHZA7X73,SONG339,False
PART340,CONT013,CTRY023,QXM0632CWT,SONG340,True
PART341,CONT013,CTRY013,04CHSDINGX,SONG341,False
PART342,CONT013,CTRY028,U8UU01UYZP,SONG342,False
PART343,CONT013,CTRY028,D2TSXTV76T,SONG343,True
PART344,CONT013,CTRY015,94OW3LITNT,SONG344,True
PART345,CONT013,CTRY023,0MQ8ABKAE6,SONG345,False
PART346,CONT013,CTRY006,A9HL1737SU,SONG346,False
PART347,CONT013,CTRY023,UDQFJ6IJKU,SONG347,True
PART348,CONT013,CTRY034,UHCLRR6Z3D,SONG348,True
PART349,CONT013,CTRY022,XB3N27M5P7,SONG349,False
PART350,CONT013,CTRY003,E1047WWBSL,SONG350,True
PART351,CONT013,CTRY025,ULZFY981UD,SONG351,False
PART352,CONT013,CTRY017,P2FMR0TJOP,SONG352,False
PART353,CONT013,CTRY012,Z1RHOUU9SI,SONG353,False
PART354,CONT013,CTRY007,JPYUEONGMX,SONG354,True
PART355,CONT013,CTRY029,1GM32WP7IY,SONG355,False
PART356,CONT013,CTRY005,F0D0IWF3KM,SONG356,False
PART357,CONT013,CTRY013,2KQL0HT1TW,SONG357,True
PART358,CONT013,CTRY038,9ZYN6SJCHZ,SONG358,True
PART359,CONT013,CTRY001,JQ8CXX6MDK,SONG359,False
PART360,CONT013,CTRY003,5N9SZ6RVDH,SONG360,True
PART361,CONT013,CTRY021,8UZB7KR0AY,SONG361,False
PART362,CONT013,CTRY015,MK99JCJN99,SONG362,False
PART363,CONT013,CTRY008,78IMOE0SY5,SONG363,True
PART364,CONT014,CTRY036,YPUPLVQEXU,SONG364,True
PART365,CONT014,CTRY013,YHEY66P61X,SONG365,True
PART366,CONT014,CTRY004,UFCTZG4FBL,SONG366,True
PART367,CONT014,CTRY035,98K03W0FGE,SONG367,False
PART368,CONT014,CTRY013,A9WVWVIAC2,SONG368,False
PART369,CONT014,CTRY037,E4QXGNRFIO,SONG369,True
PART370,CONT014,CTRY013,878IYHHG8P,SONG370,False
PART371,CONT014,CTRY014,WY55P1V3ZO,SONG371,False
PART372,CONT014,CTRY021,7UTXZBDQ55,SONG372,False
PART373,CONT014,CTRY009,IT9BN18GP5,SONG373,False
PART374,CONT014,CTRY038,1KFK7Y6QXD,SONG374,True
PART375,CONT014,CTRY000,SGV6TOLAQ6,SONG375,True
PART376,CONT014,CTRY017,65DLXZF0DZ,SONG376,True
PART377,CONT014,CTRY009,WDZ09WFTBG,SONG377,False
PART378,CONT014,CTRY008,M55FF1BL08,SONG378,True
PART379,CONT014,CTRY034,KG68A1ARR3,SONG379,True
PART380,CONT014,CTRY016,VRHXQPVA5K,SONG380,False
PART381,CONT014,CTRY011,W3HGBMFBUV,SONG381,True
PART382,CONT014,CTRY007,LDD9FKXZUU,SONG382,True
PART383,CONT014,CTRY001,80MB1L6314,SONG383,False
PART384,CONT014,CTRY008,CQE4LOHHCU,SONG384,False
PART385,CONT014,CTRY000,9TD0V2ZP4J,SONG385,False
PART386,CONT014,CTRY022,UW7WR0R35I,SONG386,False
PART387,CONT014,CTRY015,KGEQ20HWOB,SONG387,False
PART388,CONT014,CTRY037,M3HXYJCKT1,SONG388,False
PART389,CONT014,CTRY020,ELOU83G47R,SONG389,False
PART390,CONT015,CTRY001,RBEFQ56Q37,SONG390,True
PART391,CONT015,CTRY011,CSUYTAUL62,SONG391,True
PART392,CONT015,CTRY016,CF4MNTFVGE,SONG392,True
PART393,CONT015,CTRY003,2L4ZJD5N3K,SONG393,True
PART394,CONT015,CTRY008,SGNBHDS26F,SONG394,False
PART395,CONT015,CTRY026,MR5LL1D9S9,SONG395,True
PART396,CONT015,CTRY033,HBN5ELB45L,SONG396,False
PART397,CONT015,CTRY007,6D10A1WHHK,SONG397,True
PART398,CONT015,CTRY004,T1YJFE8UDT,SONG398,True
PART399,CONT015,CTRY030,TJ72UGL6TB,SONG399,False
PART400,CONT015,CTRY028,B6BNDOZ6WY,SONG400,True
PART401,CONT015,CTRY023,QMLH13C71U,SONG401,True
PART402,CONT015,CTRY032,D2ZDLX1Q8F,SONG402,True
PART403,CONT015,CTRY037,6JNG7L4LRC,SONG403,False
PART404,CONT015,CTRY006,ER4KMUSOZD,SONG404,False
PART405,CONT015,CTRY028,UCKQVIIFRC,SONG405,False
PART406,CONT015,CTRY032,HYP9UMYGY0,SONG406,False
PART407,CONT015,CTRY014,Z4EVLDQLOV,SONG407,False
PART408,CONT015,CTRY039,YV3LXCHFU1,SONG408,False
PART409,CONT015,CTRY002,31XQKWQH5K,SONG409,False
PART410,CONT015,CTRY033,2Y77Z69UWS,SONG410,False
PART411,CONT015,CTRY019,44C68AU9DK,SONG411,True
PART412,CONT015,CTRY029,BPVWZOPHGF,SONG412,True
PART413,CONT015,CTRY001,T4MPK5EAXF,SONG413,True
PART414,CONT015,CTRY003,5X9EE346Z7,SONG414,True
PART415,CONT015,CTRY030,WQP3NIPAR0,SONG415,True
PART416,CONT016,CTRY025,ZJ7UBBRNU8,SONG416,True
PART417,CONT016,CTRY027,C0S41KSSVI,SONG417,True
PART418,CONT016,CTRY006,WXYYTUW6TA,SONG418,True
PART419,CONT016,CTRY031,Q6ULM9KGZV,SONG419,True
PART420,CONT016,CTRY028,K2JWUUXK0A,SONG420,True
PART421,CONT016,CTRY004,REC2JWJJ0V,SONG421,False
PART422,CONT016,CTRY005,60XNG2IGSB,SONG422,True
PART423,CONT016,CTRY020,98V341ONX0,SONG423,True
PART424,CONT016,CTRY038,GU4BJ3BQRR,SONG424,False
PART425,CONT016,CTRY009,87IYOJTPK2,SONG425,True
PART426,CONT016,CTRY004,NLT8DTM4VX,SONG426,True
